2021-07-18 23:43:58,313: Key.ctrl_l
2021-07-18 23:43:58,346: Key.ctrl_l
2021-07-18 23:43:58,361: '\x01'
2021-07-18 23:43:58,968: Key.ctrl_l
2021-07-18 23:43:59,146: '\x01'
2021-07-18 23:43:59,715: Key.ctrl_l
2021-07-18 23:43:59,861: '\x01'
2021-07-18 23:44:00,397: Key.ctrl_l
2021-07-18 23:44:00,546: '\x01'
2021-07-18 23:44:01,052: Key.ctrl_l
2021-07-18 23:44:01,220: '\x01'
2021-07-18 23:44:01,695: Key.ctrl_l
2021-07-18 23:44:01,842: '\x01'
2021-07-18 23:44:02,290: Key.ctrl_l
2021-07-18 23:44:02,467: '\x01'
2021-07-18 23:44:03,013: Key.ctrl_l
2021-07-18 23:44:03,150: '\x01'
2021-07-18 23:44:03,613: Key.ctrl_l
2021-07-18 23:44:03,785: '\x01'
2021-07-18 23:44:04,242: Key.ctrl_l
2021-07-18 23:44:04,433: '\x01'
2021-07-18 23:44:07,650: 'h'
2021-07-18 23:44:07,764: 'o'
2021-07-18 23:44:08,461: 'w'
2021-07-18 23:44:08,805: Key.space
2021-07-18 23:44:09,107: 't'
2021-07-18 23:44:09,202: 'o'
2021-07-18 23:44:09,388: Key.space
2021-07-18 23:44:10,012: 'h'
2021-07-18 23:44:10,155: 'o'
2021-07-18 23:44:10,349: 's'
2021-07-18 23:44:10,451: 't'
2021-07-18 23:44:10,566: Key.space
2021-07-18 23:44:10,724: 'a'
2021-07-18 23:44:10,837: Key.space
2021-07-18 23:44:11,267: Key.backspace
2021-07-18 23:44:11,767: Key.backspace
2021-07-18 23:44:11,799: Key.backspace
2021-07-18 23:44:11,833: Key.backspace
2021-07-18 23:44:11,866: Key.backspace
2021-07-18 23:44:11,898: Key.backspace
2021-07-18 23:44:11,932: Key.backspace
2021-07-18 23:44:12,048: Key.ctrl_l
2021-07-18 23:44:12,412: '\x17'
2021-07-18 23:50:37,648: 'h'
2021-07-18 23:50:37,778: 'o'
2021-07-18 23:50:37,947: 'w'
2021-07-18 23:50:38,118: Key.space
2021-07-18 23:50:38,281: 't'
2021-07-18 23:50:38,392: 'o'
2021-07-18 23:50:38,572: Key.space
2021-07-18 23:50:38,956: 'h'
2021-07-18 23:50:39,403: 'o'
2021-07-18 23:50:39,526: 's'
2021-07-18 23:50:39,605: 't'
2021-07-18 23:50:39,737: Key.space
2021-07-18 23:50:40,556: 'a'
2021-07-18 23:50:40,661: Key.space
2021-07-18 23:50:42,680: 'f'
2021-07-18 23:50:42,768: 'o'
2021-07-18 23:50:42,950: 'l'
2021-07-18 23:50:43,286: 'd'
2021-07-18 23:50:43,681: 'e'
2021-07-18 23:50:43,753: 'r'
2021-07-18 23:50:43,865: Key.space
2021-07-18 23:50:44,737: 'o'
2021-07-18 23:50:44,850: 'n'
2021-07-18 23:50:45,018: Key.space
2021-07-18 23:50:45,235: 'a'
2021-07-18 23:50:45,354: Key.space
2021-07-18 23:50:45,867: 'l'
2021-07-18 23:50:46,034: 'o'
2021-07-18 23:50:46,215: 'c'
2021-07-18 23:50:46,298: 'a'
2021-07-18 23:50:46,392: 'l'
2021-07-18 23:50:46,585: Key.space
2021-07-18 23:50:46,958: 's'
2021-07-18 23:50:47,337: 'e'
2021-07-18 23:50:47,405: 'r'
2021-07-18 23:50:47,661: 'v'
2021-07-18 23:50:47,865: 'e'
2021-07-18 23:50:47,923: 'r'
2021-07-18 23:50:48,075: Key.space
2021-07-18 23:50:48,446: 'p'
2021-07-18 23:50:48,563: 'y'
2021-07-18 23:50:48,639: 't'
2021-07-18 23:50:48,806: 'h'
2021-07-18 23:50:48,926: 'o'
2021-07-18 23:50:49,024: 'n'
2021-07-18 23:50:49,118: Key.enter
2021-07-18 23:51:22,605: Key.backspace
2021-07-18 23:51:38,205: Key.ctrl_l
2021-07-18 23:51:38,561: Key.f5
2021-07-18 23:52:01,426: <99>
2021-07-18 23:53:00,044: 'o'
2021-07-18 23:53:00,524: 'k'
2021-07-18 23:53:01,653: Key.backspace
2021-07-18 23:53:01,791: Key.backspace
2021-07-18 23:53:07,925: 'h'
2021-07-18 23:53:08,591: 'e'
2021-07-18 23:53:08,747: 'l'
2021-07-18 23:53:08,883: 'l'
2021-07-18 23:53:09,047: 'o'
2021-07-18 23:53:35,089: Key.shift_r
2021-07-18 23:53:35,838: Key.enter
2021-07-18 23:53:36,758: 'h'
2021-07-18 23:53:36,827: 'o'
2021-07-18 23:53:37,326: 's'
2021-07-18 23:53:37,403: 't'
2021-07-18 23:53:42,923: Key.left
2021-07-18 23:53:43,061: Key.left
2021-07-18 23:53:43,218: Key.left
2021-07-18 23:53:43,358: Key.left
2021-07-18 23:53:43,510: 'd'
2021-07-18 23:53:43,606: 'e'
2021-07-18 23:53:43,961: 'f'
2021-07-18 23:53:44,074: Key.space
2021-07-18 23:53:44,181: Key.right
2021-07-18 23:53:44,399: Key.right
2021-07-18 23:53:44,561: Key.right
2021-07-18 23:53:44,702: Key.right
2021-07-18 23:53:44,848: Key.right
2021-07-18 23:53:45,215: Key.left
2021-07-18 23:53:46,314: '('
2021-07-18 23:53:46,403: Key.right
2021-07-18 23:53:47,245: ':'
2021-07-18 23:53:47,850: Key.down
2021-07-18 23:53:48,002: Key.left
2021-07-18 23:53:48,130: Key.left
2021-07-18 23:53:48,303: Key.left
2021-07-18 23:53:48,463: Key.left
2021-07-18 23:53:48,616: Key.left
2021-07-18 23:53:48,776: Key.left
2021-07-18 23:53:48,926: Key.left
2021-07-18 23:53:49,084: Key.left
2021-07-18 23:53:49,251: Key.left
2021-07-18 23:53:49,425: Key.left
2021-07-18 23:53:49,911: Key.left
2021-07-18 23:53:50,043: Key.tab
2021-07-18 23:53:55,383: Key.enter
2021-07-18 23:53:56,327: 'f'
2021-07-18 23:53:56,404: 'r'
2021-07-18 23:53:56,458: 'o'
2021-07-18 23:53:56,549: 'm'
2021-07-18 23:53:56,666: Key.space
2021-07-18 23:53:57,755: 'h'
2021-07-18 23:53:57,808: 'o'
2021-07-18 23:53:59,573: 's'
2021-07-18 23:53:59,658: 't'
2021-07-18 23:54:01,525: Key.backspace
2021-07-18 23:54:01,719: Key.backspace
2021-07-18 23:54:01,910: Key.backspace
2021-07-18 23:54:03,863: Key.backspace
2021-07-18 23:54:04,807: 'h'
2021-07-18 23:54:14,776: Key.esc
2021-07-18 23:54:16,015: Key.backspace
2021-07-18 23:54:16,515: Key.backspace
2021-07-18 23:54:16,548: Key.backspace
2021-07-18 23:54:16,581: Key.backspace
2021-07-18 23:54:16,614: Key.backspace
2021-07-18 23:54:16,647: Key.backspace
2021-07-18 23:54:16,781: Key.backspace
2021-07-18 23:54:17,456: Key.enter
2021-07-18 23:54:18,430: 'i'
2021-07-18 23:54:18,556: 'm'
2021-07-18 23:54:18,994: Key.tab
2021-07-18 23:54:19,129: Key.space
2021-07-18 23:54:19,824: 'h'
2021-07-18 23:54:19,973: 'o'
2021-07-18 23:54:20,669: 's'
2021-07-18 23:54:20,742: 't'
2021-07-18 23:54:21,390: Key.shift
2021-07-18 23:54:21,890: Key.shift
2021-07-18 23:54:21,923: Key.shift
2021-07-18 23:54:21,956: Key.shift
2021-07-18 23:54:21,989: Key.shift
2021-07-18 23:54:22,022: Key.shift
2021-07-18 23:54:22,055: Key.shift
2021-07-18 23:54:22,061: '.'
2021-07-18 23:54:23,055: 'p'
2021-07-18 23:54:23,635: 'y'
2021-07-18 23:54:23,766: 'w'
2021-07-18 23:54:31,421: Key.ctrl_l
2021-07-18 23:54:31,625: Key.shift
2021-07-18 23:54:31,880: Key.left
2021-07-18 23:54:32,361: Key.left
2021-07-18 23:56:43,450: 'y'
2021-07-18 23:56:43,585: 'o'
2021-07-18 23:56:43,631: Key.space
2021-07-18 23:56:44,426: 'b'
2021-07-18 23:56:44,498: 'r'
2021-07-18 23:56:44,636: 'o'
2021-07-18 23:56:44,780: 'd'
2021-07-18 23:56:53,979: Key.ctrl_l
2021-07-18 23:56:54,147: '\x18'
2021-07-18 23:56:56,824: Key.enter
2021-07-18 23:56:56,920: Key.ctrl_l
2021-07-18 23:56:57,017: '\x16'
2021-07-18 23:58:05,656: Key.backspace
2021-07-18 23:58:05,875: Key.enter
2021-07-18 23:58:23,124: <102>
2021-07-18 23:58:23,268: <105>
2021-07-18 23:58:23,801: Key.backspace
2021-07-18 23:58:23,905: Key.backspace
2021-07-18 23:59:01,072: Key.ctrl_l
2021-07-18 23:59:01,209: '\x0e'
2021-07-18 23:59:02,826: Key.ctrl_l
2021-07-18 23:59:02,956: '\x17'
2021-07-18 23:59:05,593: Key.cmd
2021-07-18 23:59:06,213: 'c'
2021-07-18 23:59:06,778: 'm'
2021-07-18 23:59:06,894: 'd'
2021-07-18 23:59:07,009: Key.enter
2021-07-18 23:59:10,142: 'p'
2021-07-18 23:59:10,214: 'y'
2021-07-18 23:59:10,281: 't'
2021-07-18 23:59:10,413: 'h'
2021-07-18 23:59:10,551: 'o'
2021-07-18 23:59:10,644: 'n'
2021-07-18 23:59:11,541: <99>
2021-07-18 23:59:11,672: Key.space
2021-07-18 23:59:12,961: '-'
2021-07-18 23:59:13,242: 'm'
2021-07-18 23:59:13,375: Key.space
2021-07-18 23:59:15,727: 'h'
2021-07-18 23:59:15,891: 't'
2021-07-18 23:59:16,082: 't'
2021-07-18 23:59:16,586: 'p'
2021-07-18 23:59:17,148: Key.shift
2021-07-18 23:59:17,405: '.'
2021-07-18 23:59:17,696: 's'
2021-07-18 23:59:17,940: 'e'
2021-07-18 23:59:18,020: 'r'
2021-07-18 23:59:18,299: 'v'
2021-07-18 23:59:18,636: 'e'
2021-07-18 23:59:18,700: 'r'
2021-07-18 23:59:18,850: Key.space
2021-07-18 23:59:19,682: <104>
2021-07-18 23:59:19,909: <96>
2021-07-18 23:59:20,184: <104>
2021-07-18 23:59:20,434: <96>
2021-07-18 23:59:21,172: Key.enter
2021-07-19 00:00:09,896: 'h'
2021-07-19 00:00:10,063: 'e'
2021-07-19 00:00:10,324: 'k'
2021-07-19 00:00:10,456: 'k'
2021-07-19 00:00:10,630: 'i'
2021-07-19 00:00:10,801: Key.space
2021-07-19 00:00:10,969: Key.backspace
2021-07-19 00:00:11,134: Key.backspace
2021-07-19 00:00:11,244: Key.backspace
2021-07-19 00:00:11,374: Key.backspace
2021-07-19 00:00:12,292: Key.backspace
2021-07-19 00:00:12,414: Key.backspace
2021-07-19 00:00:12,552: Key.backspace
2021-07-19 00:00:13,136: Key.shift
2021-07-19 00:00:13,267: 'H'
2021-07-19 00:00:13,586: 'E'
2021-07-19 00:00:13,826: 'L'
2021-07-19 00:00:13,960: 'L'
2021-07-19 00:00:14,125: 'O'
2021-07-19 00:00:14,257: Key.space
2021-07-19 00:00:15,029: 'W'
2021-07-19 00:00:15,282: 'O'
2021-07-19 00:00:15,657: 'R'
2021-07-19 00:00:16,110: 'L'
2021-07-19 00:00:16,194: 'D'
2021-07-19 00:00:17,182: Key.ctrl_l
2021-07-19 00:00:17,264: '\x18'
2021-07-19 00:00:17,674: '\x17'
2021-07-19 00:01:08,508: 'e'
2021-07-19 00:01:08,666: 'x'
2021-07-19 00:01:08,694: 'i'
2021-07-19 00:01:12,781: Key.cmd
2021-07-19 00:01:13,756: 'c'
2021-07-19 00:01:13,857: 'm'
2021-07-19 00:01:14,392: 'd'
2021-07-19 00:01:14,762: Key.enter
2021-07-19 00:01:17,014: 'c'
2021-07-19 00:01:17,061: 'd'
2021-07-19 00:01:17,177: Key.space
2021-07-19 00:01:18,186: Key.backspace
2021-07-19 00:01:18,307: Key.backspace
2021-07-19 00:01:18,448: Key.backspace
2021-07-19 00:01:18,557: Key.backspace
2021-07-19 00:01:18,867: 'l'
2021-07-19 00:01:18,955: 's'
2021-07-19 00:01:19,048: Key.enter
2021-07-19 00:01:21,128: 'l'
2021-07-19 00:01:21,189: 's'
2021-07-19 00:01:21,588: Key.backspace
2021-07-19 00:01:21,741: Key.backspace
2021-07-19 00:01:22,581: 'p'
2021-07-19 00:01:22,666: 'y'
2021-07-19 00:01:22,728: 't'
2021-07-19 00:01:22,882: 'h'
2021-07-19 00:01:23,001: 'o'
2021-07-19 00:01:23,106: 'n'
2021-07-19 00:01:23,206: Key.enter
2021-07-19 00:01:24,426: 'l'
2021-07-19 00:01:24,516: 's'
2021-07-19 00:01:24,627: Key.enter
2021-07-19 00:01:26,687: 'e'
2021-07-19 00:01:26,764: 'x'
2021-07-19 00:01:26,877: 'i'
2021-07-19 00:01:27,147: 't'
2021-07-19 00:01:28,098: '('
2021-07-19 00:01:28,208: ')'
2021-07-19 00:01:28,440: Key.enter
2021-07-19 00:01:29,315: 'l'
2021-07-19 00:01:29,407: 's'
2021-07-19 00:01:29,490: Key.enter
2021-07-19 00:01:33,548: Key.cmd
2021-07-19 00:01:35,928: 'g'
2021-07-19 00:01:35,993: 'i'
2021-07-19 00:01:36,140: 't'
2021-07-19 00:01:37,085: Key.enter
2021-07-19 00:01:38,570: 'l'
2021-07-19 00:01:38,644: 's'
2021-07-19 00:01:38,774: Key.enter
2021-07-19 00:01:43,314: 'd'
2021-07-19 00:01:43,358: 'i'
2021-07-19 00:01:43,752: Key.backspace
2021-07-19 00:01:44,694: Key.ctrl_l
2021-07-19 00:01:45,616: Key.alt_l
2021-07-19 00:01:45,768: Key.f4
2021-07-19 00:01:46,360: Key.cmd
2021-07-19 00:01:46,840: 'c'
2021-07-19 00:01:46,924: 'm'
2021-07-19 00:01:47,050: 'd'
2021-07-19 00:01:47,158: Key.enter
2021-07-19 00:01:49,112: 'd'
2021-07-19 00:01:49,204: 'i'
2021-07-19 00:01:49,323: 'r'
2021-07-19 00:01:49,399: Key.enter
2021-07-19 00:01:55,118: 'c'
2021-07-19 00:01:55,208: 'o'
2021-07-19 00:01:55,351: 'l'
2021-07-19 00:01:55,539: 'o'
2021-07-19 00:01:55,711: 'r'
2021-07-19 00:01:56,374: Key.space
2021-07-19 00:01:57,057: 'a'
2021-07-19 00:01:57,189: Key.enter
2021-07-19 00:02:00,563: 'd'
2021-07-19 00:02:00,636: 'i'
2021-07-19 00:02:00,793: 'r'
2021-07-19 00:02:01,580: Key.enter
2021-07-19 00:02:05,819: 'd'
2021-07-19 00:02:05,962: 'i'
2021-07-19 00:02:06,069: 'r'
2021-07-19 00:02:06,236: Key.space
2021-07-19 00:02:18,500: Key.shift
2021-07-19 00:02:18,760: '.'
2021-07-19 00:02:19,126: Key.enter
2021-07-19 00:02:22,270: 'd'
2021-07-19 00:02:22,354: 'i'
2021-07-19 00:02:22,479: 'r'
2021-07-19 00:02:22,576: Key.enter
2021-07-19 00:02:24,068: 'd'
2021-07-19 00:02:24,145: 'i'
2021-07-19 00:02:24,266: 'r'
2021-07-19 00:02:24,366: Key.space
2021-07-19 00:02:24,565: Key.shift
2021-07-19 00:02:24,977: '.'
2021-07-19 00:02:25,101: '.'
2021-07-19 00:02:25,304: Key.enter
2021-07-19 00:02:28,680: 'm'
2021-07-19 00:02:28,789: 'k'
2021-07-19 00:02:28,900: 'd'
2021-07-19 00:02:29,045: 'i'
2021-07-19 00:02:29,461: Key.backspace
2021-07-19 00:02:29,619: Key.backspace
2021-07-19 00:02:29,762: Key.backspace
2021-07-19 00:02:30,175: Key.backspace
2021-07-19 00:02:30,790: 'd'
2021-07-19 00:02:30,866: 'i'
2021-07-19 00:02:31,001: 'r'
2021-07-19 00:02:31,131: Key.space
2021-07-19 00:02:37,338: Key.shift
2021-07-19 00:02:37,822: '.'
2021-07-19 00:02:37,938: '.'
2021-07-19 00:02:39,322: Key.enter
2021-07-19 00:02:41,287: 'd'
2021-07-19 00:02:41,365: 'i'
2021-07-19 00:02:41,469: 'r'
2021-07-19 00:02:41,566: Key.space
2021-07-19 00:02:43,667: 't'
2021-07-19 00:02:43,743: 'i'
2021-07-19 00:02:44,060: 'm'
2021-07-19 00:02:44,157: 'o'
2021-07-19 00:02:44,330: 'l'
2021-07-19 00:02:44,611: Key.enter
2021-07-19 00:02:47,247: 'd'
2021-07-19 00:02:47,331: 'i'
2021-07-19 00:02:47,431: 'r'
2021-07-19 00:02:48,259: Key.enter
2021-07-19 00:02:52,516: Key.shift
2021-07-19 00:02:52,798: 'D'
2021-07-19 00:02:53,066: 'e'
2021-07-19 00:02:53,234: 's'
2021-07-19 00:02:53,364: 'k'
2021-07-19 00:02:53,861: 't'
2021-07-19 00:02:53,947: 'o'
2021-07-19 00:02:54,017: 'p'
2021-07-19 00:02:54,267: Key.enter
2021-07-19 00:03:05,924: 'd'
2021-07-19 00:03:05,979: 'i'
2021-07-19 00:03:06,128: 'r'
2021-07-19 00:03:06,224: Key.space
2021-07-19 00:03:09,350: Key.backspace
2021-07-19 00:03:09,687: Key.enter
2021-07-19 00:04:05,877: 'd'
2021-07-19 00:04:05,987: 'i'
2021-07-19 00:04:06,105: 'r'
2021-07-19 00:04:06,202: Key.shift
2021-07-19 00:04:06,714: Key.shift
2021-07-19 00:04:06,746: Key.shift
2021-07-19 00:04:06,749: '.'
2021-07-19 00:04:07,284: Key.backspace
2021-07-19 00:04:07,440: Key.shift
2021-07-19 00:04:07,641: '/'
2021-07-19 00:04:08,130: Key.enter
2021-07-19 00:04:13,240: 'd'
2021-07-19 00:04:13,382: 'i'
2021-07-19 00:04:13,495: 'r'
2021-07-19 00:04:13,634: Key.shift
2021-07-19 00:04:13,834: '.'
2021-07-19 00:04:13,981: '.'
2021-07-19 00:04:14,097: '.'
2021-07-19 00:04:14,750: Key.backspace
2021-07-19 00:04:15,102: Key.enter
2021-07-19 00:04:17,340: 'd'
2021-07-19 00:04:17,425: 'i'
2021-07-19 00:04:17,527: 'r'
2021-07-19 00:04:17,898: Key.shift
2021-07-19 00:04:17,917: Key.space
2021-07-19 00:04:18,068: Key.shift
2021-07-19 00:04:18,277: '/'
2021-07-19 00:04:18,665: Key.enter
2021-07-19 00:04:20,780: 'd'
2021-07-19 00:04:20,902: 'i'
2021-07-19 00:04:21,039: 'r'
2021-07-19 00:04:21,155: Key.shift
2021-07-19 00:04:21,235: '.'
2021-07-19 00:04:21,489: Key.enter
2021-07-19 00:04:22,475: 'd'
2021-07-19 00:04:22,582: 'i'
2021-07-19 00:04:22,691: 'r'
2021-07-19 00:04:22,822: Key.shift
2021-07-19 00:04:23,214: '/'
2021-07-19 00:04:23,605: Key.enter
2021-07-19 00:04:47,052: 'c'
2021-07-19 00:04:47,112: 'l'
2021-07-19 00:04:47,254: 's'
2021-07-19 00:04:47,299: Key.enter
2021-07-19 00:05:02,550: 'd'
2021-07-19 00:05:02,639: 'i'
2021-07-19 00:05:02,734: 'r'
2021-07-19 00:05:02,854: Key.shift
2021-07-19 00:05:02,966: '.'
2021-07-19 00:05:03,592: Key.backspace
2021-07-19 00:05:03,818: Key.shift
2021-07-19 00:05:03,983: '/'
2021-07-19 00:05:04,239: 's'
2021-07-19 00:05:04,344: Key.enter
2021-07-19 00:07:48,890: 'e'
2021-07-19 00:07:48,969: 'x'
2021-07-19 00:07:51,992: 'e'
2021-07-19 00:07:54,926: 'e'
2021-07-19 00:07:55,549: 'e'
2021-07-19 00:07:58,393: 'e'
2021-07-19 00:07:59,097: 'e'
2021-07-19 00:08:11,753: Key.cmd
2021-07-19 00:08:12,753: 'c'
2021-07-19 00:08:12,959: 'm'
2021-07-19 00:08:13,148: 'd'
2021-07-19 00:08:13,233: Key.enter
2021-07-19 00:08:16,386: 'c'
2021-07-19 00:08:16,444: 'd'
2021-07-19 00:08:16,531: Key.space
2021-07-19 00:08:17,471: Key.backspace
2021-07-19 00:08:17,603: Key.backspace
2021-07-19 00:08:17,760: Key.backspace
2021-07-19 00:08:17,866: Key.backspace
2021-07-19 00:08:18,784: 'd'
2021-07-19 00:08:18,883: 'i'
2021-07-19 00:08:19,160: Key.enter
2021-07-19 00:08:19,962: 'd'
2021-07-19 00:08:20,070: 'i'
2021-07-19 00:08:20,181: 'r'
2021-07-19 00:08:20,282: '$'
2021-07-19 00:08:20,726: Key.backspace
2021-07-19 00:08:21,120: Key.enter
2021-07-19 00:08:23,567: 'c'
2021-07-19 00:08:23,652: 'd'
2021-07-19 00:08:23,732: Key.space
2021-07-19 00:08:24,040: Key.shift
2021-07-19 00:08:24,476: 'M'
2021-07-19 00:08:24,813: 'u'
2021-07-19 00:08:25,260: 's'
2021-07-19 00:08:25,345: 'i'
2021-07-19 00:08:25,856: 'd'
2021-07-19 00:08:26,085: Key.enter
2021-07-19 00:08:27,223: 'c'
2021-07-19 00:08:27,330: 'd'
2021-07-19 00:08:27,466: Key.space
2021-07-19 00:08:27,669: Key.shift
2021-07-19 00:08:27,826: 'M'
2021-07-19 00:08:28,189: 'u'
2021-07-19 00:08:29,197: 's'
2021-07-19 00:08:29,249: 'o'
2021-07-19 00:08:29,834: Key.backspace
2021-07-19 00:08:30,532: 'i'
2021-07-19 00:08:30,626: 'c'
2021-07-19 00:08:31,250: Key.enter
2021-07-19 00:08:32,902: 'd'
2021-07-19 00:08:33,107: 'r'
2021-07-19 00:08:33,156: 'o'
2021-07-19 00:08:33,472: Key.backspace
2021-07-19 00:08:33,588: Key.backspace
2021-07-19 00:08:33,886: 'i'
2021-07-19 00:08:34,019: 'r'
2021-07-19 00:08:34,142: Key.enter
2021-07-19 00:08:44,338: 'p'
2021-07-19 00:08:44,925: 'i'
2021-07-19 00:08:44,995: 'n'
2021-07-19 00:08:45,077: 't'
2021-07-19 00:08:45,185: Key.space
2021-07-19 00:08:45,419: Key.backspace
2021-07-19 00:08:45,585: Key.backspace
2021-07-19 00:08:45,672: 'g'
2021-07-19 00:08:45,780: Key.space
2021-07-19 00:08:46,781: 'y'
2021-07-19 00:08:46,897: 'o'
2021-07-19 00:08:46,990: 'u'
2021-07-19 00:08:47,216: 't'
2021-07-19 00:08:47,305: 'u'
2021-07-19 00:08:48,590: 'b'
2021-07-19 00:08:48,705: 'e'
2021-07-19 00:08:48,925: Key.shift
2021-07-19 00:08:49,072: '.'
2021-07-19 00:08:49,360: 'c'
2021-07-19 00:08:49,402: 'o'
2021-07-19 00:08:49,502: 'm'
2021-07-19 00:08:49,780: Key.enter
2021-07-19 00:09:31,281: 'c'
2021-07-19 00:09:31,350: 'd'
2021-07-19 00:09:31,556: Key.shift
2021-07-19 00:09:32,101: Key.space
2021-07-19 00:09:32,212: Key.shift
2021-07-19 00:09:32,325: '.'
2021-07-19 00:09:32,469: '.'
2021-07-19 00:09:32,665: Key.enter
2021-07-19 00:09:34,821: 'd'
2021-07-19 00:09:34,949: 'i'
2021-07-19 00:09:35,019: 'r'
2021-07-19 00:09:35,112: Key.enter
2021-07-19 00:09:37,543: 'c'
2021-07-19 00:09:37,623: 'd'
2021-07-19 00:09:37,885: Key.space
2021-07-19 00:09:37,995: Key.shift
2021-07-19 00:09:38,109: '.'
2021-07-19 00:09:38,233: '.'
2021-07-19 00:09:38,408: Key.enter
2021-07-19 00:09:39,333: 'x'
2021-07-19 00:09:39,866: Key.backspace
2021-07-19 00:09:40,520: 'c'
2021-07-19 00:09:40,604: 'd'
2021-07-19 00:09:40,703: Key.space
2021-07-19 00:09:40,936: Key.shift
2021-07-19 00:09:41,086: '.'
2021-07-19 00:09:41,233: '.'
2021-07-19 00:09:41,453: Key.enter
2021-07-19 00:09:42,704: 'l'
2021-07-19 00:09:42,786: 's'
2021-07-19 00:09:43,584: Key.backspace
2021-07-19 00:09:43,742: Key.backspace
2021-07-19 00:09:44,460: 'd'
2021-07-19 00:09:44,565: 'o'
2021-07-19 00:09:44,957: Key.backspace
2021-07-19 00:09:45,277: 'i'
2021-07-19 00:09:45,668: Key.backspace
2021-07-19 00:09:46,577: 'i'
2021-07-19 00:09:46,674: 'r'
2021-07-19 00:09:46,765: Key.enter
2021-07-19 00:09:49,644: 'c'
2021-07-19 00:09:49,717: 'd'
2021-07-19 00:09:49,846: Key.space
2021-07-19 00:09:49,991: Key.shift
2021-07-19 00:09:50,108: '?'
2021-07-19 00:09:50,665: Key.backspace
2021-07-19 00:09:50,848: Key.shift
2021-07-19 00:09:50,948: '.'
2021-07-19 00:09:51,090: '.'
2021-07-19 00:09:51,339: Key.enter
2021-07-19 00:09:52,351: 'c'
2021-07-19 00:09:52,429: 'd'
2021-07-19 00:09:52,681: Key.shift
2021-07-19 00:09:53,323: Key.shift
2021-07-19 00:09:53,506: Key.space
2021-07-19 00:09:53,667: Key.shift
2021-07-19 00:09:53,806: '.'
2021-07-19 00:09:53,962: '.'
2021-07-19 00:09:54,163: Key.enter
2021-07-19 00:09:54,940: 'c'
2021-07-19 00:09:54,996: 'd'
2021-07-19 00:09:55,104: Key.space
2021-07-19 00:09:55,247: Key.shift
2021-07-19 00:09:55,333: '.'
2021-07-19 00:09:55,638: Key.enter
2021-07-19 00:09:56,208: 'c'
2021-07-19 00:09:56,270: 'd'
2021-07-19 00:09:57,684: Key.space
2021-07-19 00:09:57,842: Key.shift
2021-07-19 00:09:57,977: '/'
2021-07-19 00:09:58,195: Key.enter
2021-07-19 00:09:58,906: 'c'
2021-07-19 00:09:58,961: 'd'
2021-07-19 00:09:59,036: Key.space
2021-07-19 00:10:00,833: Key.backspace
2021-07-19 00:10:00,943: Key.backspace
2021-07-19 00:10:01,084: Key.backspace
2021-07-19 00:10:01,526: 'd'
2021-07-19 00:10:01,620: 'i'
2021-07-19 00:10:01,733: 'r'
